13.668,11.51,9.90
11.72,11.39,9.24
16.664,8.93,7.18
11.979,6.37,1.66
9.746,5.32,0.82
10.621,4.74,0.00
11.129,2.61,0.31
23.801,1.86,1.05
12.829,3.23,0.36
18.994,2.21,4.10
